θεσεις,9615
οργανα,9591
ψηφισματος,9584
διαπραγματευσεις,9581
ποτε,9574
γυναικες,9552
περιπτωσεις,9486
λισαβονας,9486
κειμενο,9442
λαβει,9439
κατευθυνση,9399
παρουσα,9363
λογος,9283
ευθυνη,9233
πλευρα,9224
λογους,9223
ανθρωπινα,9223
αποφασεις,9213
μεταφορων,9206
κοινης,9206
δικαιου,9197
συμφωνω,9188
συστηματος,9166
σκοπο,9128
διασκεψη,9103
στηριξη,9097
βημα,9090
σημεια,9054
εντος,9053
προϊοντων,9030
προϋπολογισμο,8991
εργασια,8979
τουλαχιστον,8973
μαλιστα,8930
χωρας,8914
πορων,8902
δεδομενου,8885
συνεχεια,8866
δευτερον,8818
προβλεπει,8798
σ,8735
προγραμματος,8735
λογια,8705
ελεγχου,8676
επιτροπος,8664
ημερησια,8660
εισηγητη,8660
επιτευξη,8653
εφοσον,8610
ερευνα,8575
κοινου,8567
ισχυει,8565
χρηματοδοτηση,8558
ευρωπαϊκων,8510
ειχαν,8505
πρωτοβουλια,8496
σχεσεις,8489
συμμετοχη,8457
ανθρωποι,8437
πανω,8426
εγκριση,8415
πραγματα,8411
ολο,8358
ετος,8339
τετοιο,8313
επιτρεψτε,8262
εφαρμογης,8206
προϊοντα,8201
προτεινει,8193
εκει,8192
αλλαγη,8163
ασφαλως,8140
μεσο,8134
περισσοτερα,8132
βρισκονται,8128
οικονομια,8107
καταναλωτων,8101
ειδικα,8067
σειρα,8036
δημοκρατιας,8036
υπαρξει,8019
αρκετα,8000
μονον,7995
επιχειρησεων,7966
απασχοληση,7940
οσα,7929
αυτοι,7924
οποιων,7916
ειπε,7909
πρωτο,7872
σχεδον,7853
νεο,7836
πολλοι,7827
μερους,7823
ταυτοχρονα,7788
κορυφης,7777
κοινωνικης,7736
δηλωση,7720
προωθηση,7679
συμφωνιες,7679
επιπτωσεις,7656
διεθνους,7638
υγεια,7630
ειδους,7629
σημαντικες,7619
επιτευχθει,7615
οικονομικων,7576
συνεπειες,7551
βοηθειας,7549
προοδο,7509
καθεστως,7502
διαδικασιες,7482
ανθρωπων,7479
συνολο,7476
φορες,7441
πραγμα,7436
καταρχας,7417
δυνατο,7366
πληροφοριες,7357
παροντος,7345
κοινοτητα,7312
ελεγχο,7311
δυνατη,7309
πρωτον,7306
προτεραιοτητα,7298
κρατους,7297
επιτροπο,7290
δικη,7272
ελευθερια,7269
υποθεσεων,7251
ανθρωπους,7238
παιδια,7238
ομαδες,7225
παλι,7210
εισηγητης,7207
μορφη,7206
περιπου,7194
πλειοψηφια,7190
πληρη,7154
δεδομενων,7109
καλυτερη,7102
ενεργεια,7098
εμποριου,7089
περισσοτερες,7076
τροφιμων,7055
εργαζομενων,7051
κανουν,7044
καλο,7036
ατομα,7034
μηνες,7029
ρωσια,7027
καταναλωτες,7020
διαχειριση,7017
τρεις,6996
εισηγητρια,6985
ειχαμε,6982
επιτυχια,6977
πορους,6950
χρηματα,6927
λιγοτερο,6924
κοινωνια,6912
ενταξη,6909
ιδεα,6897
εμας,6884
γινουν,6882
τετοια,6875
αλλους,6866
δοθει,6865
συζητησης,6855
περιλαμβανει,6851
προτασης,6850
κοινο,6828
κρισης,6824
συζητησεις,6815
νομοθεσιας,6807
οργανων,6800
ευρωπαϊκες,6790
απ,6774
κοινοτητας,6773
παραγωγης,6772
διευρυνση,6761
ζωη,6754
διαφορα,6741
σαφως,6735
νεου,6716
βαρος,6707
αυριο,6698
συγκεκριμενη,6689
αντιμετωπιση,6676
εθνικων,6670
συμβαινει,6652
περι,6622
διαφορων,6616
ποια,6608
συγχαρω,6602
ολη,6600
πραγματικη,6592
χειροκροτηματα,6591
στρατηγικης,6589
καλυτερα,6584
ολοκληρη,6578
παγκοσμια,6574
δευτερη,6572
ερευνας,6568
συμφεροντα,6567
αναφερεται,6537
αποτελεσει,6535
καταστασης,6535
παροχη,6527
θεσμικα,6511
τουρκια,6506
μηνυμα,6503
ευρωπαιων,6502
απαραιτητο,6497
κοστος,6481
αποφασεων,6471
πρακτικα,6450
κινδυνο,6449
διεθνη,6439
αρχων,6409
πληροφοριων,6391
συναδελφους,6364
καταστει,6362
διαπραγματευσεων,6356
διαταξεις,6347
βιομηχανια,6336
προεδρο,6330
σοβαρα,6318
προσφερει,6294
οποιους,6284
σαν,6283
μεγαλες,6280
εμποριο,6239
ειδικοτερα,6231
ερωτημα,6202
βεβαιως,6182
χαρακτηρα,6180
ελλειψη,6174
εθνων,6170
δεσμευση,6156
διαθεση,6153
δικαιο,6148
εντουτοις,6147
παραγωγη,6139
δραστηριοτητες,6111
αναμεσα,6109
ιδιαιτερη,6090
τελικα,6089
συγκεκριμενο,6080
ουτως,6076
αποτελεσματικη,6073
κομματος,6066
εξης,6065
συνοχης,6061
διαφανεια,6057
λιγο,6047
εκθεσεις,6046
εναντι,6032
δυνατοτητες,6010
ανταγωνισμου,6005
μπορεσουμε,6004
θεματων,5997
ζωης,5995
αποψεις,5989
πιστευουμε,5982
εγινε,5976
μεταρρυθμιση,5974
προεδριας,5960
σημερινη,5958
συνεδριαση,5938
πολιτικο,5920
κυβερνησεις,5919
ουσιαστικα,5905
πραξη,5903
ενημερωσης,5903
νομικη,5901
ετους,5899
ποσοστο,5882
προφανως,5881
διεξαχθει,5876
κατω,5873
θεωρουμε,5867
λειτουργια,5866
πτυχες,5855
οποιας,5854
επισημανω,5848
εκλογες,5844
οικονομιας,5843
δωσει,5825
αναγκες,5823
εντελως,5808
εταιρειες,5786
αφου,5785
ψηφισα,5784
αλλαγες,5783
θεσεων,5781
δευτερο,5777
κριτηρια,5776
γνωριζω,5775
εξωτερικων,5757
τεθει,5756
εκπαιδευση,5749
τροπος,5749
εξελιξη,5732
εκφρασω,5715
συστηματα,5661
αξιολογηση,5642
μεγαλυτερο,5620
δυσκολο,5617
πρωτα,5585
υπηρξε,5573
ταμειο,5565
σεβασμο,5562
εσωτερικη,5557
τρια,5556
κανονισμο,5553
αναφορικα,5549
βεβαια,5535
πολιτειες,5523
επιτυχουμε,5513
γεωργια,5505
παιδιων,5500
παρεχει,5499
ανακοινωση,5492
αντι,5491
προγραμματων,5472
συνορα,5471
αναλαβει,5469
εξακολουθει,5466
ευρωπαϊκα,5463
σταση,5459
εσωτερικης,5456
οικονομικα,5455
ποιοτητα,5448
απαιτησεις,5443
σωματος,5442
μεσων,5425
χαρη,5411
επενδυσεις,5406
διαλογο,5404
στοχων,5403
προσφατα,5402
σχεδια,5399
ορισμενων,5391
γεωργιας,5389
διασφαλισουμε,5355
καθηκον,5345
θεματος,5340
μεταφορες,5340
μπορουσαν,5328
θεσπιση,5328
απαραιτητη,5327
ωρα,5311
απαιτει,5301
εθνικες,5293
εκκληση,5292
γνωριζετε,5287
ανησυχιες,5286
πεντε,5285
αρχης,5283
αμεσα,5282
ενδιαφερον,5257
αλιειας,5255
τιποτα,5248
ποιοτητας,5231
γραμμες,5214
υποθεση,5206
στοιχειο,5206
προκλησεις,5199
προτυπα,5198
καιρο,5196
σωστα,5195
εννοια,5168
μπορεσει,5162
αναγκαια,5161
κοινωνικων,5160
αναφερω,5160
υποστηριζω,5148
παραλληλα,5138
εξαλλου,5133
τμημα,5130
μαλλον,5130
δηλωσεις,5123
εκανε,5121
παρελθον,5116
οικονομικες,5116
αναγνωση,5113
εθνικο,5112
κινα,5109
σαφη,5105
αριθμος,5093
αληθεια,5091
υλοποιηση,5088
σωστη,5083
δημοσια,5069
σταθεροτητας,5068
κανονων,5066
διαφορετικα,5066
εβδομαδα,5064
αγορες,5062
επιτρεπει,5056
κοινωνιας,5036
οικονομικο,5030
ετων,5020
εγκρινει,5019
κανενα,5015
ισχυ,5014
προτεραιοτητες,5003
πρωτοβουλιες,5000
κανω,4984
αριθμο,4980
απλα,4980
πλαισια,4966
πεδιο,4963
διεθνεις,4962
κυβερνησης,4954
καποιο,4946
αιτημα,4942
διαχειρισης,4942
λυσεις,4938
τιμες,4936
διεθνες,4935
λαβουμε,4931
περιφερειες,4926
εξετασουμε,4913
απαιτειται,4908
δικαιοσυνης,4900
θετικη,4890
προσωπικα,4885
συνιστα,4883
παρον,4877
καλυτερο,4877
αξια,4868
ελευθερη,4859
πληθυσμου,4846
δαπανες,4845
πνευμα,4832
βασιζεται,4832
συντομα,4816
συμβαλει,4814
υπηρεσια,4809
διατηρηση,4804
ορους,4789
σχεσεων,4788
θυματα,4781
χρηματοδοτησης,4778
κυριο,4772
συνεχισουμε,4764
αλληλεγγυη,4764
διαστημα,4759
θεμελιωδων,4756
καποιες,4755
μερικες,4746
πλαισιου,4746
οδηγησει,4742
τονισω,4735
θετικο,4720
’,4710
ενωπιον,4703
ανησυχια,4702
παρατηρησεις,4691
ομαδων,4664
εχετε,4663
κοσμου,4651
προεδρου,4650
αναλυση,4649
αλλοι,4649
αναθεωρηση,4646
εθνικα,4641
χαιρομαι,4637
απολυτα,4630
εσεις,4626
τομεας,4616
δρασεις,4613
εμπιστοσυνη,4608
εκπομπων,4607
ιρλανδια,4595
συγκεκριμενες,4589
δημοσιας,4581
λαμβανει,4577
δυσκολιες,4566
διαθετει,4564
ενεργειες,4550
συνοπτικα,4540
νεας,4538
σιγουρα,4535
παγκοσμιο,4534
συνεχισει,4534
ατομων,4522
απεναντι,4522
συμβαση,4520
υποστηριζει,4516
εγγραφο,4512
θεσμικων,4510
βιομηχανιας,4505
κοινοτικο,4500
γινονται,4489
τρομοκρατιας,4487
χωρο,4483
κοινωνικο,4478
περα,4473
ζητω,4472
αποτελεσματικα,4468
εξισου,4467
καταρτιση,4465
εξακολουθουν,4462
ικανοποιηση,4461
ερωτησεις,4460
μετρο,4454
ορισμενοι,4450
παραμενει,4441
θελει,4439
ενδεχομενως,4435
δουμε,4433
πορεια,4421
αναφερθω,4414
νεους,4411
πολλους,4404
ευρωπαιοι,4393
υποχρεωση,4389
προϋποθεσεις,4384
οφελος,4384
βουλευτων,4378
δινει,4377
συνοδο,4373
επιτρεψει,4371
προοδος,4368
περισσοτερη,4362
επιπεδα,4355
τιμων,4354
οντως,4352
ελευθεριας,4350
αναγκαιο,4346
γρηγορα,4337
συμπερασματα,4336
επιλογη,4333
οποιου,4330
εξαιτιας,4321
ζωων,4321
δικαστηριο,4318
σχεδιου,4311
βρισκομαστε,4308
τροποποιηση,4305
αντιθετα,4296
αναφορα,4289
πολιτικα,4282
επιτελους,4280
τριτες,4278
αξιες,4268
εναρξη,4262
χρειαζονται,4253
παρ,4249
δημοσιων,4248
υπερβολικα,4245
σταθεροτητα,4243
θελουν,4234
μερη,4233
ειχα,4232
εις,4230
πουμε,4228
οφειλουμε,4227
συσταση,4226
γαλλια,4224
βιας,4216
εμφαση,4209
ευρωπαιους,4206
ολοκληρωση,4204
ληψη,4201
προκληση,4200
δωσουμε,4180
σταδιο,4178
αντικειμενο,4170
γεγονοτα,4169
αντιμετωπιζουν,4167
ληφθουν,4165
περιεχομενο,4156
αντιμετωπισουμε,4156
παρεμβαση,4140
βασικα,4137
εξι,4127
μεταφορα,4125
αποφασης,4125
γενικη,4116
ικανοτητα,4114
σωστο,4114
συμφεροντων,4111
αμεση,4106
φτωχειας,4105
επενδυσεων,4086
διασφαλιση,4081
εληξε,4071
πα,4065
καθολου,4060
εξωτερικης,4051
ανταγωνισμο,4048
βασικο,4048
δυναμεις,4032
οργανωσεις,4026
ενιαια,4022
εκεινους,4017
τελευταιο,4009
διαλογου,3998
βοηθησει,3991
συμβει,3990
αρθρου,3989
κλιματος,3987
προτασεων,3981
αγαπητοι,3975
αναφερθηκε,3975
εργαζομενους,3971
επ,3966
ενοψει,3966
αλληλεγγυης,3965
προβληματων,3960
λαμβανουν,3956
μικρες,3955
προϋποθεση,3951
ενεργειακη,3951
τελικη,3950
ληφθει,3949
τεραστια,3945
διαφορετικες,3945
ταμειου,3943
μεταρρυθμισεις,3943
πισω,3941
κανονισμος,3941
ανεφερε,3940
μπορουσαμε,3939
επιθυμουμε,3936
ευκαιριες,3932
ειδος,3931
εκπαιδευσης,3928
αμεσως,3921
θεωρει,3917
αλλωστε,3915
κυβερνησεων,3910
συμφερον,3908
χαρτη,3908
χαιρετιζω,3906
ηνωμενων,3904
ειρηνη,3898
ενισχυσης,3897
ουσια,3895
συστηματων,3894
συνθηκων,3894
αναφερει,3887
χρησης,3877
πρωην,3872
λαμβανοντας,3871
δρομο,3869
συναδελφος,3869
οποιαδηποτε,3868
κοινωνικες,3867
δουλεια,3865
εξαιρετικη,3862
ποε,3858
εξελιξεις,3852
δαπανων,3838
ολοενα,3834
ναι,3832
αφρικη,3830
εκεινη,3827
ελπιζουμε,3821
κοινοτικη,3816
χρονου,3815
μιλαμε,3808
γνωριζει,3806
εξωτερικη,3800
σχεσης,3799
δειχνει,3796
μπροστα,3789
προχωρησουμε,3788
αναπτυσσομενες,3787
ισορροπια,3780
εσας,3779
προκειμενω,3778
αντιμετωπιζει,3777
ιδιαιτερως,3774
απαγορευση,3769
οσους,3760
προληψη,3758
πιεση,3757
διασφαλιστει,3749
συμφωνιων,3745
προοδου,3737
μμε,3734
εναντιον,3724
συνοδου,3721
αξιζει,3717
κυκλοφορια,3704
στοχοι,3704
θεσει,3698
καταργηση,3696
τριτον,3691
ισραηλ,3691
ποιος,3690
επιθυμει,3687
ιστορια,3685
διευρυνσης,3682
δυναμη,3677
υποβαλει,3671
ανα,3659
γενικα,3658
καταλληλη,3657
θεμελιωδη,3650
υποχρεωσεις,3648
ετη,3638
συνεπαγεται,3635
πει,3626
επομενη,3617
συνοχη,3611
σοβαρες,3609
αναγνωριση,3599
ρυθμιση,3598
μολονοτι,3581
εγκριθηκε,3578
συμβολη,3573
γερμανια,3572
επιτυχει,3570
τουτο,3564
λαθος,3564
διασκεψης,3558
προβληματος,3555
περιοχης,3549
ενεκρινε,3547
πολλων,3546
λειτουργει,3537
βια,3536
αποτελεσματικοτητα,3534
δημοσιες,3534
υπουργων,3532
αλλαγης,3528
παντοτε,3526
παραγραφος,3526
οπωσδηποτε,3522
κατοπιν,3521
θερμα,3521
θετικα,3513
εναρμονιση,3512
γνωριζουν,3504
ποιο,3497
επιθυμουν,3494
βουληση,3491
εξεταση,3491
αρμοδιοτητα,3486
ειδικη,3486
φορεις,3477
τυπου,3475
παρακαλω,3474
συμμετεχουν,3466
αντιμετωπιζουμε,3465
εβδομαδες,3462
συμφωνουμε,3459
λεει,3447
ανταγωνιστικοτητα,3441
οργανο,3440
εργασιες,3440
δεκεμβριου,3439
αντιθεση,3438
διασφαλισει,3437
εκατομμυριων,3437
λογικη,3436
διαθετουμε,3427
ενδεχεται,3420
νομικων,3415
συνεβη,3414
προσβασης,3414
επιλυση,3411
δυσκολη,3407
εισαγωγη,3406
περιοχων,3405
αποκλειστικα,3404
μεταφορας,3402
αμστερνταμ,3399
ζουν,3394
υπενθυμισω,3391
ρολος,3388
σχετιζονται,3382
φαση,3381
τιμη,3374
συζητησουμε,3373
ταμεια,3372
αρμοδιοτητες,3368
νωμενων,3365
διασταση,3362
χρησιμοποιουνται,3356
τροπολογιας,3348
εσωτερικο,3345
ανθρακα,3342
εποχη,3341
κεντρικης,3341
πηγες,3338
βασιλειο,3337
σοβαρη,3334
εγκριθει,3332
οσοι,3327
παραγοντες,3326
καινοτομια,3326
θετει,3325
υποστηριζουμε,3324
ποροι,3323
λαβουν,3319
δημοκρατικη,3316
εθνικη,3315
στηριξης,3315
καταστροφη,3314
εκεινες,3311
οργανωση,3307
δικαστηριου,3305
ανεργιας,3304
υπογραμμισω,3303
αγωνα,3301
δεκα,3293
εξουσια,3292
αφενος,3292
καθεστωτος,3289
πρακτικη,3286
τριτο,3284
δεδομενα,3284
πρακτικες,3282
συνορων,3274
ελλαδα,3271
προϋπολογισμων,3268
πραγματοποιηθει,3266
κυριος,3265
ηπα,3265
οργανισμου,3264
αξιολογησης,3262
δραστηριοτητων,3262
διακρισεις,3259
ζητησω,3257
τροπολογιων,3254
δημιουργει,3253
παρατηρηση,3251
δημιουργησει,3247
πλευρες,3242
εμπειρια,3236
εξετασει,3232
δεσμευσεις,3230
πρωτοβουλιας,3229
εταιρους,3228
ιανουαριου,3228
βρυξελλες,3226
κινδυνος,3225
ευθυνες,3224
ορια,3223
προκαλει,3215
εταιρικης,3215
δεσμη,3214
διαδικασιων,3211
αποβλητων,3209
αφετερου,3205
προϋπολογισμος,3205
επομενο,3204
καπως,3204
διεθνης,3203
ενημερωση,3203
παροχης,3203
προηγουμενη,3202
μεταναστευση,3199
εσωτερικων,3195
συνολικα,3190
ληψης,3188
αυξηθει,3188
αντιμετωπισει,3179
ελαβε,3176
σαφηνεια,3170
κοινωνικα,3165
τροπους,3165
εισηγητες,3163
χιλιαδες,3162
διαθετουν,3159
σαφεις,3156
μπορεσουν,3154
παρουσια,3150
εγγραφα,3147
διαφανειας,3144
ιταλια,3142
εγιναν,3140
εργα,3137
ημερες,3136
ποιες,3135
ενισχυσεις,3131
εντυπωση,3130
τραπεζα,3128
υπαρξη,3123
αιθουσα,3123
επιθυμια,3116
σαφης,3115
πτυχη,3114
συναλλαγων,3114
κοστους,3113
σημειωθει,3113
αποστολη,3108
κεντρικη,3108
κινδυνους,3106
οριο,3106
αλλαξει,3106
βασικες,3104
ισχυρη,3101
συναδελφο,3099
λαο,3096
κοινοτικου,3095
διαρθρωτικων,3093
καποιος,3088
ειρηνης,3088
ισοτητα,3083
θελαμε,3074
δραστηριοτητα,3073
ζωτικης,3072
ελευθεριων,3072
επιπεδου,3067
περιεχει,3067
προοπτικη,3066
ταμειων,3063
σοβαρο,3062
εκτιμηση,3060
παρακολουθηση,3059
ιραν,3058
κλιμα,3055
χορηγηση,3050
ξεκινησει,3050
προοπτικες,3048
υπερψηφισα,3046
καν,3044
υπηρεσιας,3042
περιφερειων,3040
συστασεις,3034
συζητουμε,3030
σενγκεν,3026
καλω,3024
προθεση,3022
συμβασης,3020
πραξεις,3020
προβλεπεται,3019
μελους,3018
περιφερειακης,3012
οπλων,3005
εκεινο,3004
μεταναστευσης,3004
κυκλοφοριας,3002
επιτροπου,2996
ολοκληρο,2996
ημερα,2996
πρωι,2992
κοινοτικης,2987
τετοιου,2986
βασικη,2981
αγορων,2978
υπηρχε,2976
υποστηριξουμε,2975
περαν,2974
επιβολη,2970
μηπως,2970
κριτικη,2966
αναμφιβολα,2965
διακρισεων,2963
μελλοντικη,2959
δημιουργιας,2956
παγκοσμιας,2950
ιδιες,2950
απαραδεκτο,2949
ηνωμενες,2949
περιοδου,2943
ιουνιου,2942
προσωπικου,2941
ψηφοφοριας,2939
κυρωσεις,2936
επεκταση,2929
οφελη,2928
στοιχειων,2928
καθηκοντα,2926
στοχου,2924
αναφερομαι,2921
βλεπουμε,2914
υποστηριξει,2912
λειτουργιας,2910
δημιουργηθει,2907
λαμβανονται,2904
αρχικα,2901
συνταγμα,2901
οργανισμους,2901
βιωσιμη,2898
παροτι,2897
διεξαγωγη,2895
μπορειτε,2895
καταρτισης,2894
οσων,2893
μερει,2889
κομμα,2888
ανθρωπου,2885
παρολο,2880
αντικτυπο,2880
υφιστανται,2878
μονη,2870
συμπεριλαμβανομενων,2867
κοντα,2867
κοινωνικου,2865
εκεινων,2863
επιτρεπεται,2862
μερικα,2861
οφειλεται,2859
πολιτισμου,2859
εντολη,2859
τελη,2856
υποθεσεις,2854
αλλου,2849
καταπολεμησης,2849
προτεινε,2846
συνδεονται,2846
λαϊκου,2842
εχοντας,2841
νομισματικης,2838
ισχυουν,2833
θεσης,2833
αρκετες,2831
συμβιβασμο,2831
αιτηση,2829
ουσιαστικη,2829
συμφωνο,2826
κοινοτικων,2825
συντονισμο,2824
εξαρταται,2824
οδηγιες,2824
δικο,2824
καιρος,2823
εφαρμοστει,2819
ορισμενους,2819
γλωσσα,2818
παρεχουν,2816
παραγραφο,2815
καθιστα,2812
λαου,2801
οφειλει,2798
γενικες,2795
επιπτωσεων,2793
μεγαλων,2784
αμφιβολια,2780
συμβασεις,2777
ενταξης,2776
διαφορετικη,2773
εικονα,2773
κατευθυντηριες,2771
μεγαλα,2769
πρασινων,2767
καταλογο,2766
καταστασεις,2765
προηγουμενως,2765
τριτη,2762
εκτελεση,2760
παραμεινει,2758
περιμενουμε,2752
κινδυνου,2749
ενεργειακης,2749
διεθνων,2746
πρακτικων,2743
χρησιμοποιουν,2742
κοσσυφοπεδιο,2741
ομιλια,2736
συναινεση,2734
ξανα,2725
ψηφισουμε,2725
εργαζονται,2724
εταιρειων,2723
ιδιος,2722
δημιουργησουμε,2718
συζηταμε,2709
εμποδια,2707
δημοκρατων,2704
συνεδριασης,2699
συντομοτερο,2699
ρουμανια,2699
οδηγει,2698
παγκοσμιου,2696
τουρκιας,2695
συναδελφου,2694
